50000 50000
1878 32409 9
1879 35112 60
1880 39208 32
1881 30471 10
1882 1472 38
1883 1405 27
1884 23304 11
1885 212 58
1886 34997 31
1887 45007 48
1888 26697 36
1889 38630 35
1890 22704 44
1891 43231 2
1892 28312 53
1893 45973 30
1894 44815 57
1895 9379 23
1896 16884 47
1897 28701 35
1898 24916 29
1899 36757 42
1900 6807 15
1901 44756 19
1902 4149 59
1903 8972 40
1904 49468 38
1905 27788 31
1906 47287 7
1907 15498 7
1908 3320 29
1909 10340 49
1910 44049 55
1911 20418 17
1912 12084 24
1913 21603 32
1914 36388 21
1915 4988 17
1916 7188 48
1917 462 2
1918 38758 47
1919 17628 43
1920 30006 57
1921 6321 17
1922 23192 10
1923 47390 51
1924 5435 34
1925 3960 57
1926 18962 17
1927 29778 2
1928 326 46
1929 2720 40
1930 21856 14
1931 26658 52
1932 49000 47
1933 43860 55
1934 25318 26
1935 15468 16
1936 45335 38
1937 19981 49
1938 41209 16
1939 22449 34
1940 46922 41
1941 32122 19
1942 20105 29
1943 23926 3
1944 44086 16
1945 34804 40
1946 23407 47
1947 21967 19
1948 37609 11
1949 19091 44
1950 11339 21
1951 28697 28
1952 41804 53
1953 29701 19
1954 20855 51
1955 17727 56
1956 22728 51
1957 14775 32
1958 9747 42
1959 35285 49
1960 1947 14
1961 49574 16
1962 25452 15
1963 15849 18
1964 14633 50
1965 47688 55
1966 1590 48
1967 27682 13
1968 12242 15
1969 11842 50
1970 1745 5
1971 23443 56
1972 29671 44
1973 33713 25
1974 13537 11
1975 12195 6
1976 6783 41
1977 12711 56
1978 8576 38
1979 18905 24
1980 3210 59
1981 5177 38
1982 47795 46
1983 15878 33
1984 28545 31
1985 10101 60
1986 32906 57
1987 223 17
1988 45422 13
1989 5068 30
1990 27615 58
1991 11687 49
1992 49785 30
1993 37022 27
1994 23577 9
1995 16177 49
1996 29339 58
1997 16519 49
1998 13558 39
1999 13086 36
2000 14695 19
2001 43211 53
2002 2446 52
2003 27540 44
2004 19776 33
2005 13657 54
2006 32094 51
2007 7664 60
2008 27589 15
2009 17823 43
2010 32838 40
2011 49008 3
2012 7778 22
2013 33893 50
2014 30213 39
2015 17626 46
2016 22764 14
2017 5653 16
2018 11251 22
2019 10767 51
2020 46499 15
2021 2475 22
2022 29002 23
2023 20188 24
2024 5610 19
2025 33027 38
2026 7854 25
2027 8915 27
2028 41907 40
2029 33459 30
2030 13942 11
2031 4356 31
2032 45541 45
2033 16724 58
2034 28772 43
2035 13519 5
2036 27317 42
2037 16179 14
2038 20567 50
2039 19104 11
2040 43087 47
2041 39312 11
2042 24442 43
2043 16321 26
2044 39436 33
2045 40316 23
2046 20168 53
2047 48588 36
2048 38686 35
2049 27578 11
2050 35215 3
2051 2523 23
2052 6379 54
2053 3781 5
2054 32035 49
2055 43313 36
2056 31334 28
2057 48084 3
2058 43259 48
2059 48050 14
2060 33344 4
2061 19596 50
2062 21714 12
2063 45352 38
2064 46891 50
2065 10518 35
2066 45031 53
2067 10223 26
2068 13701 3
2069 16076 2
2070 2620 28
2071 46030 52
2072 8573 57
2073 20117 37
2074 10396 41
2075 11405 25
2076 14365 8
2077 7588 26
2078 49109 40
2079 34716 51
2080 4605 3
2081 41999 57
2082 22284 24
2083 15327 37
2084 47482 37
2085 26296 21
2086 39648 3
2087 39915 43
2088 43622 47
2089 32578 53
2090 12157 28
2091 9239 28
2092 9776 42
2093 38239 30
2094 34798 43
2095 19094 8
2096 25677 53
2097 35313 12
2098 47462 49
2099 43159 52
2100 6185 19
2101 6246 19
2102 44371 38
2103 13925 35
2104 33309 11
2105 30560 24
2106 20358 33
2107 30470 5
2108 15708 44
2109 16638 59
2110 9383 31
2111 31756 34
2112 9673 48
2113 28408 44
2114 7784 3
2115 45795 16
2116 19712 44
2117 16266 49
2118 47472 53
2119 18941 8
2120 11902 54
2121 39469 39
2122 33842 7
2123 41062 32
2124 38783 2
2125 48320 31
2126 39340 47
2127 2746 24
2128 26750 31
2129 27842 25
2130 47717 34
2131 33283 18
2132 13564 51
2133 45110 37
2134 35030 14
2135 34399 28
2136 22349 42
2137 16899 14
2138 35564 19
2139 21824 30
2140 25626 27
2141 33195 37
2142 22139 9
2143 22497 31
2144 13522 39
2145 20014 59
2146 19566 35
2147 16264 40
2148 7995 22
2149 33878 4
2150 4289 7
2151 47729 42
2152 47653 39
2153 47073 27
2154 41162 44
2155 39247 5
2156 35670 28
2157 11382 50
2158 49207 57
2159 439 24
2160 13832 20
2161 25898 39
2162 16191 35
2163 7143 48
2164 44158 20
2165 32164 39
2166 7187 55
2167 19672 60
2168 12564 19
2169 13867 5
2170 6356 42
2171 33323 18
2172 20356 25
2173 20080 51
2174 35896 20
2175 39341 53
2176 24088 12
2177 41560 36
2178 9507 33
2179 5642 50
2180 11614 22
2181 2549 42
2182 10488 34
2183 1599 7
2184 17300 27
2185 45683 4
2186 40424 27
2187 32278 44
2188 16866 36
2189 1619 47
2190 49252 37
2191 38610 19
2192 28786 49
2193 49164 34
2194 6834 43
2195 29165 32
2196 6183 2
2197 32793 37
2198 33741 37
2199 15747 35
2200 48776 24
2201 20481 37
2202 43083 42
2203 41500 21
2204 144 25
2205 38018 54
2206 48137 35
2207 9772 41
2208 49427 54
2209 17639 27
2210 25915 44
2211 6253 28
2212 29054 58
2213 33703 50
2214 25350 47
2215 44173 40
2216 21406 54
2217 18836 10
2218 5910 16
2219 31273 22
2220 2794 38
2221 39495 7
2222 21196 60
2223 42769 15
2224 15319 9
2225 45509 55
2226 31923 25
2227 43302 3
2228 24943 12
2229 28747 22
2230 42409 59
2231 29505 13
2232 29851 49
2233 22334 37
2234 30195 50
2235 5770 59
2236 15433 29
2237 15730 20
2238 47879 33
2239 3851 2
2240 15642 16
2241 6053 44
2242 11057 20
2243 29927 46
2244 45881 58
2245 46243 7
2246 16922 7
2247 31256 3
2248 49550 34
2249 10795 54
2250 38833 18
2251 1782 26
2252 37347 36
2253 8505 10
2254 46229 32
2255 22761 14
2256 4127 59
2257 6549 20
2258 28118 25
2259 23847 59
2260 49934 9
2261 29832 51
2262 12210 45
2263 38720 35
2264 41378 56
2265 35677 54
2266 49753 5
2267 33839 29
2268 17533 29
2269 30781 31
2270 33455 24
2271 42335 10
2272 48574 38
2273 43768 31
2274 44225 51
2275 44048 31
2276 7051 60
2277 32677 2
2278 4906 54
2279 10926 15
2280 21060 58
2281 21156 3
2282 17240 55
2283 3428 45
2284 7760 11
2285 3152 23
2286 5115 47
2287 35283 2
2288 7612 16
2289 40984 35
2290 25902 50
2291 38053 7
2292 29109 59
2293 42070 31
2294 11931 30
2295 15119 24
2296 38826 31
2297 11003 32
2298 44939 56
2299 8173 10
2300 28794 4
2301 14290 46
2302 43178 55
2303 12946 38
2304 862 42
2305 49832 37
2306 20609 2
2307 16828 45
2308 47972 3
2309 26099 18
2310 2949 23
2311 30458 20
2312 21390 43
2313 17313 48
2314 13176 36
2315 7232 53
2316 25147 35
2317 36952 56
2318 4307 12
2319 32280 5
2320 1065 38
2321 38246 36
2322 32823 4
2323 19844 59
2324 44814 51
2325 21531 36
2326 276 53
2327 303 47
2328 48625 49
2329 26115 56
2330 42953 55
2331 31590 31
2332 49899 49
2333 12642 54
2334 35168 8
2335 11929 36
2336 40192 53
2337 13342 13
2338 11759 17
2339 4636 28
2340 7900 43
2341 5486 13
2342 4509 35
2343 38782 30
2344 48635 38
2345 12704 23
2346 18605 52
2347 25712 29
2348 46547 50
2349 45973 44
2350 12401 19
2351 8469 28
2352 16638 43
2353 40278 3
2354 29877 17
2355 42946 9
2356 37584 55
2357 21963 21
2358 15338 44
2359 33023 38
2360 41079 20
2361 31465 57
2362 27713 13
2363 36705 8
2364 26905 41
2365 37974 30
2366 32294 36
2367 6741 37
2368 17294 3
2369 24971 40
2370 8132 17
2371 18164 49
2372 6779 34
2373 30071 8
2374 6790 34
2375 38062 11
2376 20898 56
2377 49370 58
2378 23168 29
2379 45811 52
2380 49954 16
2381 2235 36
2382 24478 30
2383 5240 22
2384 44561 53
2385 32312 56
2386 3631 7
2387 24153 56
2388 49618 57
2389 4336 25
2390 47273 43
2391 10104 13
2392 49030 31
2393 43918 26
2394 15422 15
2395 27255 36
2396 22556 41
2397 42962 45
2398 40363 42
2399 20636 43
2400 39636 55
2401 2804 17
2402 49973 20
2403 27761 18
2404 43392 29
2405 42750 59
2406 15297 32
2407 11818 8
2408 21232 34
2409 7462 27
2410 25831 59
2411 19683 9
2412 22978 18
2413 21311 14
2414 17930 33
2415 34572 34
2416 39494 56
2417 7460 55
2418 48197 7
2419 13445 12
2420 24071 44
2421 12757 49
2422 6440 58
2423 16863 42
2424 12192 27
2425 13350 56
2426 18208 49
2427 23425 43
2428 48314 6
2429 32144 41
2430 46828 30
2431 19338 53
2432 21563 16
2433 22623 34
2434 47169 21
2435 37729 16
2436 27386 27
2437 27818 59
2438 46454 10
2439 13423 29
2440 37258 30
2441 26736 48
2442 38333 21
2443 32460 15
2444 12306 45
2445 20184 38
2446 14431 18
2447 12922 16
2448 10308 6
2449 10569 58
2450 12148 32
2451 181 5
2452 35229 51
2453 37672 2
2454 12542 25
2455 6416 58
2456 26940 47
2457 43229 14
2458 40746 20
2459 47842 28
2460 28830 13
2461 10837 52
2462 34172 48
2463 915 40
2464 33337 36
2465 4169 41
2466 6655 23
2467 32488 31
2468 22325 45
2469 18300 44
2470 31339 58
2471 45878 41
2472 1546 52
2473 27267 2
2474 17825 48
2475 34170 26
2476 28795 41
2477 20260 21
2478 44568 49
2479 11482 45
2480 16627 54
2481 16270 58
2482 15868 19
2483 17879 18
2484 40940 14
2485 42634 10
2486 40755 60
2487 14605 27
2488 30627 50
2489 26535 40
2490 3133 53
2491 42889 45
2492 45926 41
2493 43859 37
2494 8269 49
2495 11863 29
2496 3563 21
2497 22409 49
2498 12033 41
2499 48744 16
2500 15271 13
2501 9852 45
2502 38637 60
2503 33365 11
2504 39937 46
2505 14944 11
2506 4545 50
2507 14552 58
2508 17742 47
2509 27683 36
2510 17433 7
2511 16572 8
2512 9042 23
2513 39777 24
2514 18540 22
2515 45686 3
2516 48141 25
2517 39481 8
2518 19148 24
2519 45206 10
2520 33514 38
2521 24887 7
2522 31395 28
2523 29629 33
2524 44270 2
2525 38758 38
2526 49729 8
2527 29019 48
2528 329 15
2529 42004 4
2530 6771 11
2531 352 58
2532 14333 58
2533 45234 43
2534 25887 33
2535 34883 53
2536 5238 10
2537 38205 14
2538 47798 40
2539 8818 22
2540 28072 9
2541 28252 35
2542 8836 15
2543 31578 11
2544 12641 12
2545 40097 11
2546 21479 10
2547 1891 15
2548 46101 14
2549 12550 12
2550 36356 10
2551 35041 20
2552 33224 55
2553 18153 19
2554 11540 21
2555 32438 47
2556 42456 37
2557 1518 9
2558 39793 21
2559 6935 44
2560 25000 57
2561 17872 13
2562 26884 60
2563 19193 54
2564 30609 57
2565 29898 2
2566 48000 55
2567 8554 43
2568 20793 44
2569 9669 8
2570 28064 33
2571 47422 41
2572 25182 44
2573 9920 38
2574 37222 54
2575 47219 48
2576 46090 29
2577 18408 60
2578 28394 30
2579 6227 44
2580 40958 27
2581 21742 54
2582 47473 2
2583 32256 48
2584 45530 15
2585 11295 25
2586 49602 41
2587 3227 52
2588 37620 55
2589 23508 31
2590 20930 19
2591 27191 12
2592 14729 36
2593 35048 27
2594 10004 28
2595 31077 8
2596 44524 33
2597 48361 52
2598 43522 58
2599 28680 17
2600 46636 42
2601 8141 23
2602 18179 13
2603 35752 10
2604 41839 40
2605 17186 19
2606 48802 56
2607 15482 11
2608 30337 55
2609 13132 32
2610 49572 42
2611 11073 12
2612 11448 45
2613 5736 56
2614 35102 24
2615 5805 30
2616 38376 47
2617 5056 16
2618 11068 27
2619 13854 7
2620 49552 18
2621 3107 10
2622 45940 14
2623 33775 15
2624 18610 45
2625 12359 44
2626 15735 36
2627 48239 41
2628 39108 34
2629 40606 30
2630 48787 19
2631 43551 32
2632 43750 15
2633 41444 42
2634 7296 24
2635 9016 24
2636 27571 11
2637 8947 34
2638 10716 7
2639 26816 13
2640 40058 24
2641 10349 3
2642 27074 43
2643 3623 26
2644 21218 30
2645 19569 52
2646 15457 27
2647 27975 53
2648 20385 53
2649 2614 47
2650 17177 24
2651 32682 35
2652 43519 19
2653 25897 44
2654 12343 2
2655 31515 22
2656 7626 31
2657 14764 10
2658 8641 3
2659 32935 28
2660 48059 47
2661 30493 20
2662 49084 22
2663 19374 28
2664 34203 57
2665 11194 46
2666 40007 49
2667 24911 36
2668 5129 27
2669 9762 25
2670 28814 44
2671 20314 50
2672 23363 54
2673 19957 23
2674 44048 30
2675 49573 6
2676 19367 57
2677 7408 22
2678 33252 56
2679 1115 14
2680 415 23
2681 48046 25
2682 34644 53
2683 984 51
2684 5297 5
2685 8023 39
2686 9182 51
2687 9055 29
2688 3941 16
2689 10856 33
2690 23269 40
2691 16202 34
2692 16472 7
2693 10212 4
2694 23610 50
2695 42317 5
2696 13442 37
2697 15512 53
2698 1409 38
2699 38113 50
2700 18206 51
2701 37023 48
2702 43886 57
2703 30202 56
2704 44563 4
2705 6512 4
2706 1332 24
2707 26874 15
2708 2513 48
2709 16002 37
2710 23592 40
2711 35376 48
2712 13529 51
2713 27842 4
2714 37639 2
2715 47159 12
2716 49029 32
2717 32498 2
2718 24897 16
2719 3832 39
2720 27895 13
2721 14088 25
2722 46162 2
2723 12316 51
2724 4189 9
2725 6145 43
2726 45854 35
2727 26075 9
2728 23523 53
2729 3698 4
2730 638 38
2731 1419 22
2732 24532 34
2733 3834 13
2734 48068 43
2735 41037 33
2736 22079 27
2737 11381 29
2738 12604 21
2739 44786 50
2740 39704 36
2741 47229 24
2742 6668 5
2743 25703 20
2744 35511 31
2745 9808 44
2746 42467 24
2747 49026 57
2748 38882 31
2749 4926 9
2750 42199 44
2751 22420 47
2752 40395 18
2753 15858 4
2754 45882 41
2755 24997 13
2756 3245 8
2757 41008 10
2758 29342 34
2759 5307 40
2760 16866 4
2761 13663 38
2762 41659 25
2763 26786 27
2764 25750 4
2765 48259 18
2766 3009 7
2767 5096 51
2768 45602 7
2769 34056 16
2770 38857 44
2771 19580 12
2772 36800 13
2773 38404 54
2774 9772 28
2775 43900 38
2776 37803 55
2777 37154 20
2778 47223 28
2779 43410 27
2780 13472 3
2781 322 22
2782 2739 4
2783 27114 32
2784 36375 48
2785 30504 34
2786 37759 11
2787 22882 13
2788 37094 60
2789 43907 45
2790 12850 45
2791 23727 40
2792 23383 6
2793 17443 15
2794 45017 58
2795 4123 14
2796 43261 47
2797 4828 38
2798 10622 7
2799 2210 54
2800 7325 3
2801 2477 14
2802 34972 13
2803 5947 24
2804 7008 42
2805 34492 27
2806 27062 33
2807 48917 36
2808 37079 33
2809 10126 27
2810 19102 45
2811 37303 4
2812 33619 15
2813 24234 60
2814 39547 38
2815 32948 3
2816 13595 52
2817 18046 38
2818 4542 23
2819 18743 28
2820 39222 27
2821 30258 17
2822 734 55
2823 17817 24
2824 24524 44
2825 43267 57
2826 27721 60
2827 25999 5
2828 21635 34
2829 37030 59
2830 46473 2
2831 31794 27
2832 21614 10
2833 34839 49
2834 12260 55
2835 39160 56
2836 15601 38
2837 47592 49
2838 17390 47
2839 45205 17
2840 7335 32
2841 978 16
2842 27092 42
2843 48121 37
2844 35289 7
2845 39318 29
2846 16811 19
2847 3269 33
2848 4851 54
2849 547 49
2850 9217 45
2851 42218 32
2852 40880 43
2853 3857 24
2854 35755 28
2855 12930 35
2856 31990 44
2857 16738 27
2858 5566 57
2859 30845 53
2860 11620 31
2861 26347 7
2862 11809 3
2863 40174 42
2864 48551 31
2865 44150 41
2866 26889 21
2867 1608 8
2868 20662 10
2869 6137 22
2870 5898 59
2871 29671 60
2872 31837 43
2873 18568 9
2874 35191 47
2875 15014 42
2876 16574 39
2877 49725 32
2878 32409 12
2879 14554 18
2880 9184 27
2881 6948 51
2882 36665 5
2883 21060 41
2884 27131 55
2885 20370 24
2886 25553 49
2887 20940 31
2888 37608 57
2889 34780 52
2890 826 54
2891 1979 28
2892 28465 36
2893 35357 25
2894 30583 20
2895 25500 24
2896 32840 45
2897 7284 33
2898 41727 45
2899 20469 58
2900 30875 53
2901 27123 37
2902 43142 18
2903 6311 55
2904 41704 33
2905 33131 22
2906 12889 26
2907 24367 31
2908 38568 9
2909 21786 10
2910 37346 16
2911 33794 2
2912 28363 11
2913 1130 11
2914 32844 49
2915 32170 34
2916 14206 53
2917 42414 22
2918 7430 36
2919 17089 60
2920 42715 14
2921 6563 57
2922 33613 47
2923 46023 36
2924 16980 13
2925 38618 23
2926 49405 2
2927 34378 57
2928 30119 27
2929 34801 35
2930 3660 5
2931 43336 24
2932 26531 60
2933 30412 59
2934 613 43
2935 16001 23
2936 5810 32
2937 23197 30
2938 22953 22
2939 11885 26
2940 13933 42
2941 48100 60
2942 21338 57
2943 45478 26
2944 34466 55
2945 31971 36
2946 10354 42
2947 44636 52
2948 4282 36
2949 27078 29
2950 20938 19
2951 15767 9
2952 1610 57
2953 41557 4
2954 25321 17
2955 19454 15
2956 29812 43
2957 42657 3
2958 2487 16
2959 35621 54
2960 35340 6
2961 1128 54
2962 25951 60
2963 47696 3
2964 6960 55
2965 6409 57
2966 12950 2
2967 40656 59
2968 43004 58
2969 4197 44
2970 42693 37
2971 906 23
2972 8497 23
2973 49068 53
2974 28697 46
2975 26188 9
2976 46136 28
2977 44110 31
2978 33654 49
2979 2276 40
2980 16738 27
2981 7684 53
2982 28395 11
2983 7846 19
2984 47748 6
2985 24062 31
2986 27284 30
2987 42323 35
2988 28848 22
2989 10048 29
2990 9672 32
2991 32062 53
2992 13388 20
2993 2176 9
2994 22753 60
2995 16304 7
2996 40531 56
2997 35246 37
2998 40053 38
2999 7729 52
3000 3404 5
3001 42256 47
3002 3228 13
3003 20091 8
3004 26768 34
3005 48186 21
3006 745 59
3007 23615 59
3008 45617 56
3009 48783 55
3010 27090 60
3011 36724 43
3012 46081 58
3013 25427 12
3014 27356 24
3015 5596 15
3016 37319 43
3017 32510 22
3018 49568 30
3019 16161 50
3020 17239 52
3021 38193 33
3022 23084 5
3023 12719 43
3024 48845 5
3025 698 21
3026 19100 46
3027 13634 38
3028 21367 50
3029 7960 32
3030 37606 33
3031 11563 5
3032 2138 6
3033 10046 15
3034 30567 36
3035 1459 24
3036 36470 54
3037 34444 50
3038 46599 51
3039 20184 47
3040 27166 24
3041 4895 55
3042 46515 34
3043 20871 38
3044 44930 8
3045 26657 39
3046 36906 40
3047 40199 44
3048 32956 33
3049 7903 39
3050 11649 53
3051 8154 39
3052 33835 58
3053 16681 51
3054 27830 14
3055 29990 38
3056 18444 44
3057 40482 7
3058 37704 50
3059 4900 30
3060 17959 56
3061 22577 8
3062 33647 54
3063 14417 49
3064 31904 26
3065 19658 46
3066 25571 47
3067 925 17
3068 40487 18
3069 40893 25
3070 42749 32
3071 46534 7
3072 47425 51
3073 27115 8
3074 21098 7
3075 4827 38
3076 38449 30
3077 38230 33
3078 6484 27
3079 29020 17
3080 22366 10
3081 20066 44
3082 49484 56
3083 53 10
3084 36211 3
3085 43030 20
3086 16257 24
3087 48281 14
3088 35839 59
3089 43194 12
3090 20864 22
3091 22341 4
3092 33742 47
3093 38076 26
3094 15660 31
3095 9597 44
3096 34541 35
3097 4921 31
3098 8808 38
3099 19937 15
3100 38027 45
3101 34767 49
3102 48019 58
3103 30028 31
3104 47015 13
3105 9072 36
3106 43220 34
3107 23974 2
3108 16826 33
3109 6966 10
3110 15103 58
3111 24895 9
3112 21130 30
3113 35618 24
3114 23508 13
3115 39417 38
3116 1263 27
3117 8798 54
3118 15910 30
3119 45176 42
3120 22959 22
3121 11349 50
3122 22207 35
3123 3298 42
3124 32730 30
3125 30580 3
3126 14275 35
3127 10569 2
3128 37945 21
3129 2234 43
3130 38440 14
3131 34937 11
3132 29041 13
3133 34548 30
3134 49778 18
3135 27311 14
3136 28350 38
3137 29103 47
3138 49701 52
3139 36958 30
3140 9240 40
3141 48191 40
3142 36729 40
3143 23130 49
3144 20738 4
3145 25281 46
3146 10635 26
3147 12792 32
3148 42565 52
3149 16952 22
3150 10263 60
3151 39513 2
3152 21772 42
3153 23754 55
3154 12378 55
3155 48343 44
3156 18145 18
3157 39329 17
3158 24395 48
3159 23705 29
3160 35703 32
3161 16140 34
3162 12273 33
3163 13257 14
3164 4620 20
3165 7611 59
3166 26553 27
3167 39954 2
3168 32806 35
3169 25579 44
3170 38666 5
3171 1952 31
3172 6615 18
3173 14940 47
3174 15063 24
3175 38192 51
3176 42999 31
3177 6856 42
3178 25853 26
3179 8555 58
3180 34186 10
3181 18236 24
3182 32482 46
3183 37344 27
3184 18340 16
3185 23978 59
3186 10486 49
3187 12494 10
3188 40448 7
3189 36494 10
3190 18447 44
3191 33364 55
3192 25501 11
3193 24408 35
3194 20899 54
3195 37976 11
3196 25811 45
3197 42704 59
3198 35688 22
3199 43230 44
3200 47208 53
3201 31670 36
3202 3595 49
3203 34303 8
3204 49536 24
3205 10919 15
3206 3823 45
3207 25859 46
3208 11118 46
3209 3404 57
3210 7709 54
3211 29254 54
3212 10000 11
3213 7015 19
3214 22348 2
3215 5746 46
3216 17295 6
3217 42625 8
3218 39936 51
3219 49431 14
3220 39224 13
3221 7943 3
3222 42892 17
3223 31323 40
3224 4726 15
3225 20980 17
3226 3426 11
3227 30505 46
3228 7773 46
3229 5669 47
3230 11716 57
3231 27386 10
3232 42546 53
3233 6970 50
3234 45475 13
3235 12190 54
3236 23995 57
3237 46382 33
3238 17378 27
3239 28309 12
3240 47220 54
3241 42485 21
3242 30229 11
3243 38644 42
3244 42354 18
3245 19790 49
3246 39702 27
3247 32262 52
3248 25656 26
3249 44021 46
3250 47748 37
3251 5843 52
3252 38661 3
3253 44717 17
3254 13798 13
3255 17320 9
3256 36117 52
3257 21364 16
3258 4092 41
3259 7841 38
3260 43503 9
3261 43003 3
3262 32906 22
3263 6444 40
3264 14871 18
3265 1303 43
3266 36916 4
3267 5099 10
3268 13850 18
3269 10139 3
3270 35588 16
3271 24888 42
3272 12845 40
3273 12591 43
3274 39962 33
3275 11960 31
3276 15549 34
3277 6201 7
3278 35230 56
3279 25546 50
3280 9556 8
3281 12703 43
3282 38895 29
3283 6185 5
3284 9576 55
3285 29171 27
3286 25255 24
3287 44078 3
3288 4817 53
3289 923 58
3290 29085 36
3291 6706 34
3292 48714 9
3293 46936 4
3294 47397 29
3295 14048 50
3296 47433 50
3297 18710 47
3298 39790 15
3299 9240 48
3300 43898 21
3301 11484 42
3302 22389 19
3303 13518 17
3304 664 52
3305 8183 43
3306 26832 48
3307 17949 59
3308 11119 17
3309 39595 8
3310 42576 24
3311 411 33
3312 25852 39
3313 9590 44
3314 17048 16
3315 42779 14
3316 6736 7
3317 39086 29
3318 29694 20
3319 37697 20
3320 47550 59
3321 40780 26
3322 18459 20
3323 49987 3
3324 15018 42
3325 39218 17
3326 41612 48
3327 29942 43
3328 37255 54
3329 2758 55
3330 40012 60
3331 17059 4
3332 2328 25
3333 49387 12
3334 40106 15
3335 17124 56
3336 32157 3
3337 8523 48
3338 48533 45
3339 12657 27
3340 49962 10
3341 1350 59
3342 16425 56
3343 20600 37
3344 41327 58
3345 13168 31
3346 42171 10
3347 35104 9
3348 48659 22
3349 44579 13
3350 29242 16
3351 19271 55
3352 30263 15
3353 3659 9
3354 39945 49
3355 28120 39
3356 32182 12
3357 11420 59
3358 27683 11
3359 24674 2
3360 37377 34
3361 39523 38
3362 41729 55
3363 8153 11
3364 16648 55
3365 26869 11
3366 49850 22
3367 31667 51
3368 29495 56
3369 6690 51
3370 21794 14
3371 4812 10
3372 22856 15
3373 2551 2
3374 1282 5
3375 29855 26
3376 47707 39
3377 33239 10
3378 27690 4
